content,category
 ?  Electronic Supplementary Material (ESI) for Chemical ScienceThis journal is ? The Royal Society of Chemistry 2011Microwave-assisted syntheses of highly CO 2-selective organic cageframeworks (OCFs) ?Yinghua Jin,aBret A. Voss,bRyan McCaffrey,aClyde T. Baggett,aRichard D. Nobleband Wei Zhang *aReceived 22nd August 2011, Accepted 16th November 2011DOI: 10.1039/c1sc00589hA series of organic cage frameworks (OCFs) were successfully synthesized through microwave-assistedSonogashira coupling of 3-D molecular cage building blocks with various diacetylene linkers. Thesenovel framework materials exhibited unprecedented, high ideal selectivity (up to 213/1) in adsorption ofCO2over N 2under ambient conditions.",this paper's author

"Downloaded by University of Memphis on 19 September 2012Published on 03 August 2012 on http://pubs.rsc.org | doi:10.1039/C2CC35002EView OnlineS1	
 ?	
 ?Microwave-Assisted Syntheses of Highly CO2-Selective Organic Cage Frameworks (OCFs) Yinghua Jin,a Bret A. Voss,b Ryan McCaffrey,a Clyde T. Baggett,a Richard D. Noble,b Wei Zhang*a    aDepartment of Chemistry and Biochemistry and bDepartment of Chemical and Biological Engineering, University of Colorado, Boulder, Colorado 80309, USA         SUPPORTING INFORMATION List of Contents 1. Materials and general synthetic methods   S2 2. Procedures for frameworks F1-F3, and F1＊   S2-S3 3. Thermal gravimetric analyses of F1-F3, and F1＊       S3 4. Powder X-ray diffraction analyses of F1-F3, and F1＊   S4 5. SEM images of frameworks F1-F3, and F1＊   S4 6. Gas adsorption analyses of cage-1 and frameworks F1-F3   S5 7. Solid state 13C NMR Spectra for F1-F3, and F1＊   S6-S7        Electronic Supplementary Material (ESI) for Chemical ScienceThis journal is ? The Royal Society of Chemistry 2011S2	
 ?	
 ?  1. Materials and general methods         Reagents and solvents were purchased from commercial suppliers and used without further purification, unless otherwise indicated. Tetrahydrofuran is purified by MBRAUN solvent purification systems. Linkers L1, L2, and L3 are prepared as reported in the literature.1,2,3        All microwave reactions were conducted under dry nitrogen in oven-dried glass tube using Discover SP microwave from CEM.        Solid state 13C NMR spectra were taken on Inova 400 spectrometers.        For TGA analyses, samples were run on a TA Instruments Q-500 series thermal gravimetric analyzer with samples held in a platinum pan under nitrogen atmosphere, and a 10 K min-1 ramp rate was used.           Powder X-ray-diffraction (XRD) profiles were obtained with an Inel CPS 120 diffraction system, using monochromated Cu K(alpha) radiation. All XRD spectra were calibrated against silver behenate as a diffraction standard (d100 = 58 ?), so the accuracy is within 1 ? up to the value of the d-spacings. XRD measurements were all performed at ambient temperature (21 ㊣ 1 ～C).      SEM images were recorded using a JSM-6480LV (LVSEM) at 5.0 kV.  Sample was sputter-coated with gold prior to analysis.  2. Procedures Cage framework F1: To a glass tube were added Pd(PPh3)2Cl2 (5 mg, 0.007 mmol), CuI (0.5 mg, 0.002 mmol), a solution of cage 1 (125 mg, 0.038 mmol) and 1,4-diethynylbenzene (14 mg, 0.114 mmol) in THF (2 mL), and piperidine (1 mL). The mixture was degassed by evacuating and refilling with nitrogen three times. The yellow solution was then heated at 100 oC for 1 h using microwave irradiation. The mixture was cooled to 60 oC and the red gel-like material was separated from yellow suspension by decantation. The red-gel was crushed into small pieces, and THF (10 mL) was added. After irradiation at 85 oC with microwave for 10 min, the solid material was filtered. The above procedure was repeated (~6 times) to wash the red-gel-like materials until the solution phase became colorless. The product was dried under high vacuum to obtain a red solid (121 mg, 90 %). Cage framework F2: The above microwave assisted synthetic procedure for framework F1 was followed. Using Pd(PPh3)2Cl2 (4.5 mg, 0.006 mmol), CuI (0.4 mg, 0.002 mmol), cage 1 (118 mg, 0.036 mmol), linker L2 (24 mg, 0.107 mmol), THF (2 mL), and piperidine (1 mL), the framework F2 (110 mg, 74 %) was obtained as a red solid. Cage framework F3: The above microwave assisted synthetic procedure for framework F1 was followed. Using Pd(PPh3)2Cl2 (5 mg, 0.007 mmol), CuI (0.4 mg, 0.002 mmol), cage 1 (125 mg, 	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?	
 ?1	
 ?Demessence, A.; Long, J. R. Chem. Eur.  J. 2010, 16, 5902-5908. 2	
 ?Simpson, C. D.; Brand, J. D.; Berresheim, A. J.; Przybilla, L.; R?der, H. J.;  M邦llen, K. Chem. Eur. J. 2002, 8, 1424-1429. 3	
 ?Lee, K.; Cho, J. C.; DeHeck, J.; Kim, J. Chem. Commun. 2006, 1983-1985.	
",this paper's author

